date	public_health_unit	new_cases	total_phu_new
2020-04-13	Region of Waterloo	9	421
2020-04-13	Renfrew County and District	0	421
2020-04-13	Simcoe Muskoka District	10	421
2020-04-13	Southwestern	1	421
2020-04-13	Sudbury & District	4	421
2020-04-13	Thunder Bay District	3	421
2020-04-13	Timiskaming	0	421
2020-04-13	Toronto	170	421
2020-04-13	Wellington-Dufferin-Guelph	1	421
2020-04-13	Windsor-Essex County	4	421
2020-04-13	York Region	16	421
2020-04-14	Algoma	0	483
2020-04-14	Brant County	0	483
2020-04-14	Chatham-Kent	0	483
2020-04-14	Durham Region	36	483
2020-04-14	Eastern Ontario	3	483
2020-04-14	Grey Bruce	1	483
2020-04-14	Haldimand-Norfolk	1	483
2020-04-14	Haliburton, Kawartha, Pine Ridge District	0	483
2020-04-14	Halton Region	39	483
2020-04-14	Hamilton	8	483
2020-04-14	Hastings and Prince Edward Counties	0	483
2020-04-14	Huron Perth District	0	483
2020-04-14	Kingston, Frontenac and Lennox & Addington	1	483
2020-04-14	Lambton	2	483
2020-04-14	Leeds, Grenville and Lanark District	5	483
2020-04-14	Middlesex-London	18	483
2020-04-14	Niagara Region	13	483
2020-04-14	North Bay Parry Sound District	1	483
2020-04-14	Northwestern	1	483
2020-04-14	Ottawa	31	483
2020-04-14	Peel	56	483
2020-04-14	Peterborough	1	483
2020-04-14	Porcupine	0	483
2020-04-14	Region of Waterloo	4	483
2020-04-14	Renfrew County and District	0	483
2020-04-14	Simcoe Muskoka District	5	483
2020-04-14	Southwestern	1	483
2020-04-14	Sudbury & District	3	483
2020-04-14	Thunder Bay District	5	483
2020-04-14	Timiskaming	0	483
2020-04-14	Toronto	148	483
2020-04-14	Wellington-Dufferin-Guelph	21	483
2020-04-14	Windsor-Essex County	16	483
2020-04-14	York Region	63	483
2020-04-15	Algoma	0	494
2020-04-15	Brant County	3	494
2020-04-15	Chatham-Kent	0	494
2020-04-15	Durham Region	61	494
2020-04-15	Eastern Ontario	0	494
2020-04-15	Grey Bruce	1	494
2020-04-15	Haldimand-Norfolk	15	494
2020-04-15	Haliburton, Kawartha, Pine Ridge District	1	494
2020-04-15	Halton Region	8	494
2020-04-15	Hamilton	17	494
2020-04-15	Hastings and Prince Edward Counties	0	494
2020-04-15	Huron Perth District	2	494
2020-04-15	Kingston, Frontenac and Lennox & Addington	0	494
2020-04-15	Lambton	0	494
2020-04-15	Leeds, Grenville and Lanark District	19	494
2020-04-15	Middlesex-London	7	494
2020-04-15	Niagara Region	24	494
2020-04-15	North Bay Parry Sound District	2	494
2020-04-15	Northwestern	0	494
2020-04-15	Ottawa	26	494
2020-04-15	Peel	77	494
2020-04-15	Peterborough	0	494
2020-04-15	Porcupine	0	494
2020-04-15	Region of Waterloo	4	494
2020-04-15	Renfrew County and District	0	494
2020-04-15	Simcoe Muskoka District	3	494
2020-04-15	Southwestern	1	494
2020-04-15	Sudbury & District	1	494
2020-04-15	Thunder Bay District	0	494
2020-04-15	Timiskaming	3	494
2020-04-15	Toronto	135	494
2020-04-15	Wellington-Dufferin-Guelph	8	494
2020-04-15	Windsor-Essex County	36	494
2020-04-15	York Region	40	494
2020-04-16	Algoma	0	514
2020-04-16	Brant County	0	514
2020-04-16	Chatham-Kent	0	514
2020-04-16	Durham Region	16	514
2020-04-16	Eastern Ontario	3	514
2020-04-16	Grey Bruce	2	514
2020-04-16	Haldimand-Norfolk	1	514
2020-04-16	Haliburton, Kawartha, Pine Ridge District	1	514
2020-04-16	Halton Region	9	514
2020-04-16	Hamilton	29	514
2020-04-16	Hastings and Prince Edward Counties	2	514
2020-04-16	Huron Perth District	0	514
2020-04-16	Kingston, Frontenac and Lennox & Addington	0	514
2020-04-16	Lambton	9	514
2020-04-16	Leeds, Grenville and Lanark District	23	514
2020-04-16	Middlesex-London	2	514
2020-04-16	Niagara Region	39	514
2020-04-16	North Bay Parry Sound District	0	514
2020-04-16	Northwestern	0	514
2020-04-16	Ottawa	32	514
2020-04-16	Peel	73	514
2020-04-16	Peterborough	0	514
2020-04-16	Porcupine	3	514
2020-04-16	Region of Waterloo	9	514
2020-04-16	Renfrew County and District	0	514
2020-04-16	Simcoe Muskoka District	13	514
2020-04-16	Southwestern	2	514
2020-04-16	Sudbury & District	1	514
2020-04-16	Thunder Bay District	2	514
2020-04-16	Timiskaming	0	514
2020-04-16	Toronto	131	514
2020-04-16	Wellington-Dufferin-Guelph	5	514
2020-04-16	Windsor-Essex County	56	514
2020-04-16	York Region	51	514
2020-04-17	Algoma	1	564
2020-04-17	Brant County	1	564
2020-04-17	Chatham-Kent	0	564
2020-04-17	Durham Region	43	564
2020-04-17	Eastern Ontario	1	564
2020-04-17	Grey Bruce	2	564
2020-04-17	Haldimand-Norfolk	5	564
2020-04-17	Haliburton, Kawartha, Pine Ridge District	-2	564
2020-04-17	Halton Region	8	564
2020-04-17	Hamilton	9	564
2020-04-17	Hastings and Prince Edward Counties	0	564
2020-04-17	Huron Perth District	1	564
2020-04-17	Kingston, Frontenac and Lennox & Addington	0	564
2020-04-17	Lambton	0	564
2020-04-17	Leeds, Grenville and Lanark District	5	564
2020-04-17	Middlesex-London	23	564
2020-04-17	Niagara Region	29	564
2020-04-17	North Bay Parry Sound District	0	564
2020-04-17	Northwestern	0	564
2020-04-17	Ottawa	52	564
2020-04-17	Peel	66	564
2020-04-17	Peterborough	-1	564
2020-04-17	Porcupine	4	564
2020-04-17	Region of Waterloo	3	564
2020-04-17	Renfrew County and District	0	564
2020-04-17	Simcoe Muskoka District	11	564
2020-04-17	Southwestern	1	564
2020-04-17	Sudbury & District	2	564
2020-04-17	Thunder Bay District	2	564
2020-04-17	Timiskaming	0	564
2020-04-17	Toronto	242	564
2020-04-17	Wellington-Dufferin-Guelph	6	564
2020-04-17	Windsor-Essex County	17	564
2020-04-17	York Region	33	564
2020-04-18	Algoma	1	485
2020-04-18	Brant County	3	485
2020-04-18	Chatham-Kent	4	485
2020-04-18	Durham Region	31	485
2020-04-18	Eastern Ontario	2	485
2020-04-18	Grey Bruce	1	485
2020-04-18	Haldimand-Norfolk	5	485
2020-04-18	Haliburton, Kawartha, Pine Ridge District	0	485
2020-04-18	Halton Region	11	485
2020-04-18	Hamilton	8	485
2020-04-18	Hastings and Prince Edward Counties	2	485
2020-04-18	Huron Perth District	0	485
2020-04-18	Kingston, Frontenac and Lennox & Addington	0	485
2020-04-18	Lambton	3	485
2020-04-18	Leeds, Grenville and Lanark District	0	485
2020-04-18	Middlesex-London	11	485
2020-04-18	Niagara Region	12	485
2020-04-18	North Bay Parry Sound District	0	485
2020-04-18	Northwestern	2	485
2020-04-18	Ottawa	29	485
2020-04-18	Peel	67	485
2020-04-18	Peterborough	3	485
2020-04-18	Porcupine	2	485
2020-04-18	Region of Waterloo	9	485
2020-04-18	Renfrew County and District	0	485
2020-04-18	Simcoe Muskoka District	-3	485
2020-04-18	Southwestern	2	485
2020-04-18	Sudbury & District	0	485
2020-04-18	Thunder Bay District	6	485
2020-04-18	Timiskaming	0	485
2020-04-18	Toronto	205	485
2020-04-18	Wellington-Dufferin-Guelph	5	485
2020-04-18	Windsor-Essex County	9	485
2020-04-18	York Region	55	485
2020-04-19	Algoma	0	568
2020-04-19	Brant County	1	568
2020-04-19	Chatham-Kent	0	568
2020-04-19	Durham Region	34	568
2020-04-19	Eastern Ontario	0	568
2020-04-19	Grey Bruce	14	568
2020-04-19	Haldimand-Norfolk	2	568
2020-04-19	Haliburton, Kawartha, Pine Ridge District	2	568
2020-04-19	Halton Region	10	568
2020-04-19	Hamilton	0	568
2020-04-19	Hastings and Prince Edward Counties	2	568
2020-04-19	Huron Perth District	0	568
2020-04-19	Kingston, Frontenac and Lennox & Addington	0	568
2020-04-19	Lambton	1	568
2020-04-19	Leeds, Grenville and Lanark District	14	568
2020-04-19	Middlesex-London	17	568
2020-04-19	Niagara Region	6	568
2020-04-19	North Bay Parry Sound District	1	568
2020-04-19	Northwestern	0	568
2020-04-19	Ottawa	44	568
2020-04-19	Peel	97	568
2020-04-19	Peterborough	1	568
2020-04-19	Porcupine	0	568
2020-04-19	Region of Waterloo	2	568
2020-04-19	Renfrew County and District	0	568
2020-04-19	Simcoe Muskoka District	8	568
2020-04-19	Southwestern	0	568
2020-04-19	Sudbury & District	0	568
2020-04-19	Thunder Bay District	5	568
2020-04-19	Timiskaming	0	568
2020-04-19	Toronto	224	568
2020-04-19	Wellington-Dufferin-Guelph	4	568
2020-04-19	Windsor-Essex County	16	568
2020-04-19	York Region	63	568
2020-04-20	Algoma	0	606
2020-04-20	Brant County	2	606
2020-04-20	Chatham-Kent	1	606
2020-04-20	Durham Region	52	606
2020-04-20	Eastern Ontario	2	606
2020-04-20	Grey Bruce	4	606
2020-04-20	Haldimand-Norfolk	0	606
2020-04-20	Haliburton, Kawartha, Pine Ridge District	6	606
2020-04-20	Halton Region	8	606
2020-04-20	Hamilton	11	606
2020-04-20	Hastings and Prince Edward Counties	2	606
2020-04-20	Huron Perth District	0	606
2020-04-20	Kingston, Frontenac and Lennox & Addington	1	606
2020-04-20	Lambton	2	606
2020-04-20	Leeds, Grenville and Lanark District	3	606
2020-04-20	Middlesex-London	11	606
2020-04-20	Niagara Region	10	606
2020-04-20	North Bay Parry Sound District	0	606
2020-04-20	Northwestern	0	606
2020-04-20	Ottawa	55	606
2020-04-20	Peel	186	606
2020-04-20	Peterborough	0	606
2020-04-20	Porcupine	1	606
2020-04-20	Region of Waterloo	6	606
2020-04-20	Renfrew County and District	0	606
2020-04-20	Simcoe Muskoka District	5	606
2020-04-20	Southwestern	2	606
2020-04-20	Sudbury & District	1	606
2020-04-20	Thunder Bay District	0	606
2020-04-20	Timiskaming	1	606
2020-04-20	Toronto	156	606
2020-04-20	Wellington-Dufferin-Guelph	11	606
2020-04-20	Windsor-Essex County	18	606
2020-04-20	York Region	49	606
2020-04-21	Algoma	0	551
2020-04-21	Brant County	3	551
2020-04-21	Chatham-Kent	1	551
2020-04-21	Durham Region	46	551
2020-04-21	Eastern Ontario	1	551
2020-04-21	Grey Bruce	0	551
2020-04-21	Haldimand-Norfolk	5	551
2020-04-21	Haliburton, Kawartha, Pine Ridge District	-2	551
2020-04-21	Halton Region	1	551
2020-04-21	Hamilton	14	551
2020-04-21	Hastings and Prince Edward Counties	0	551
2020-04-21	Huron Perth District	2	551
2020-04-21	Kingston, Frontenac and Lennox & Addington	1	551
2020-04-21	Lambton	14	551
2020-04-21	Leeds, Grenville and Lanark District	6	551
2020-04-21	Middlesex-London	29	551
2020-04-21	Niagara Region	10	551
2020-04-21	North Bay Parry Sound District	1	551
2020-04-21	Northwestern	1	551
2020-04-21	Ottawa	39	551
2020-04-21	Peel	127	551
2020-04-21	Peterborough	2	551
2020-04-21	Porcupine	0	551
2020-04-21	Region of Waterloo	10	551
2020-04-21	Renfrew County and District	0	551
2020-04-21	Simcoe Muskoka District	12	551
2020-04-21	Southwestern	0	551
2020-04-21	Sudbury & District	2	551
2020-04-21	Thunder Bay District	1	551
2020-04-21	Timiskaming	1	551
2020-04-21	Toronto	131	551
2020-04-21	Wellington-Dufferin-Guelph	4	551
2020-04-21	Windsor-Essex County	26	551
2020-04-21	York Region	63	551
2020-04-22	Algoma	0	510
2020-04-22	Brant County	1	510
2020-04-22	Chatham-Kent	0	510
2020-04-22	Durham Region	44	510
2020-04-22	Eastern Ontario	0	510
2020-04-22	Grey Bruce	2	510
2020-04-22	Haldimand-Norfolk	2	510
2020-04-22	Haliburton, Kawartha, Pine Ridge District	2	510
2020-04-22	Halton Region	8	510
2020-04-22	Hamilton	8	510
2020-04-22	Hastings and Prince Edward Counties	1	510
2020-04-22	Huron Perth District	0	510
2020-04-22	Kingston, Frontenac and Lennox & Addington	2	510
2020-04-22	Lambton	0	510
2020-04-22	Leeds, Grenville and Lanark District	3	510
2020-04-22	Middlesex-London	8	510
2020-04-22	Niagara Region	7	510
2020-04-22	North Bay Parry Sound District	0	510
2020-04-22	Northwestern	0	510
2020-04-22	Ottawa	44	510
2020-04-22	Peel	67	510
2020-04-22	Peterborough	1	510
2020-04-22	Porcupine	3	510
2020-04-22	Region of Waterloo	19	510
2020-04-22	Renfrew County and District	0	510
2020-04-22	Simcoe Muskoka District	7	510
2020-04-22	Southwestern	6	510
2020-04-22	Sudbury & District	2	510
2020-04-22	Thunder Bay District	3	510
2020-04-22	Timiskaming	0	510
2020-04-22	Toronto	212	510
2020-04-22	Wellington-Dufferin-Guelph	2	510
2020-04-22	Windsor-Essex County	4	510
2020-04-22	York Region	52	510
2020-04-23	Algoma	0	634
2020-04-23	Brant County	-1	634
2020-04-23	Chatham-Kent	6	634
2020-04-23	Durham Region	46	634
2020-04-23	Eastern Ontario	2	634
2020-04-23	Grey Bruce	1	634
2020-04-23	Haldimand-Norfolk	3	634
2020-04-23	Haliburton, Kawartha, Pine Ridge District	0	634
2020-04-23	Halton Region	11	634
2020-04-23	Hamilton	9	634
2020-04-23	Hastings and Prince Edward Counties	2	634
2020-04-23	Huron Perth District	1	634
2020-04-23	Kingston, Frontenac and Lennox & Addington	0	634
2020-04-23	Lambton	10	634
2020-04-23	Leeds, Grenville and Lanark District	8	634
2020-04-23	Middlesex-London	3	634
2020-04-23	Niagara Region	16	634
2020-04-23	North Bay Parry Sound District	0	634
2020-04-23	Northwestern	2	634
2020-04-23	Ottawa	34	634
2020-04-23	Peel	83	634
2020-04-23	Peterborough	0	634
2020-04-23	Porcupine	1	634
2020-04-23	Region of Waterloo	52	634
2020-04-23	Renfrew County and District	0	634
2020-04-23	Simcoe Muskoka District	11	634
2020-04-23	Southwestern	3	634
2020-04-23	Sudbury & District	1	634
2020-04-23	Thunder Bay District	8	634
2020-04-23	Timiskaming	0	634
2020-04-23	Toronto	237	634
2020-04-23	Wellington-Dufferin-Guelph	20	634
2020-04-23	Windsor-Essex County	16	634
2020-04-23	York Region	49	634
2020-04-24	Algoma	0	640
2020-04-24	Brant County	6	640
2020-04-24	Chatham-Kent	3	640
2020-04-24	Durham Region	24	640
2020-04-24	Eastern Ontario	3	640
2020-04-24	Grey Bruce	2	640
2020-04-24	Haldimand-Norfolk	0	640
2020-04-24	Haliburton, Kawartha, Pine Ridge District	2	640
2020-04-24	Halton Region	9	640
2020-04-24	Hamilton	6	640
2020-04-24	Hastings and Prince Edward Counties	1	640
2020-04-24	Huron Perth District	2	640
2020-04-24	Kingston, Frontenac and Lennox & Addington	0	640
2020-04-24	Lambton	3	640
2020-04-24	Leeds, Grenville and Lanark District	2	640
2020-04-24	Middlesex-London	12	640
2020-04-24	Niagara Region	14	640
2020-04-24	North Bay Parry Sound District	0	640
2020-04-24	Northwestern	0	640
2020-04-24	Ottawa	58	640
2020-04-24	Peel	78	640
2020-04-24	Peterborough	2	640
2020-04-24	Porcupine	1	640
2020-04-24	Region of Waterloo	174	640
2020-04-24	Renfrew County and District	0	640
2020-04-24	Simcoe Muskoka District	9	640
2020-04-24	Southwestern	1	640
2020-04-24	Sudbury & District	1	640
2020-04-24	Thunder Bay District	0	640
2020-04-24	Timiskaming	0	640
2020-04-24	Toronto	168	640
2020-04-24	Wellington-Dufferin-Guelph	9	640
2020-04-24	Windsor-Essex County	11	640
2020-04-24	York Region	39	640
2020-04-25	Algoma	0	476
2020-04-25	Brant County	5	476
2020-04-25	Chatham-Kent	1	476
2020-04-25	Durham Region	23	476
2020-04-25	Eastern Ontario	4	476
2020-04-25	Grey Bruce	2	476
2020-04-25	Haldimand-Norfolk	3	476
2020-04-25	Haliburton, Kawartha, Pine Ridge District	2	476
2020-04-25	Halton Region	0	476
2020-04-25	Hamilton	20	476
2020-04-25	Hastings and Prince Edward Counties	1	476
2020-04-25	Huron Perth District	-1	476
2020-04-25	Kingston, Frontenac and Lennox & Addington	0	476
2020-04-25	Lambton	3	476
2020-04-25	Leeds, Grenville and Lanark District	2	476
2020-04-25	Middlesex-London	6	476
2020-04-25	Niagara Region	13	476
2020-04-25	North Bay Parry Sound District	0	476
2020-04-25	Northwestern	0	476
2020-04-25	Ottawa	28	476
2020-04-25	Peel	73	476
2020-04-25	Peterborough	1	476
2020-04-25	Porcupine	1	476
2020-04-25	Region of Waterloo	21	476
2020-04-25	Renfrew County and District	0	476
2020-04-25	Simcoe Muskoka District	11	476
2020-04-25	Southwestern	-1	476
2020-04-25	Sudbury & District	2	476
2020-04-25	Thunder Bay District	4	476
2020-04-25	Timiskaming	0	476
2020-04-25	Toronto	186	476
2020-04-25	Wellington-Dufferin-Guelph	9	476
2020-04-25	Windsor-Essex County	13	476
2020-04-25	York Region	44	476
2020-04-26	Algoma	1	437
2020-04-26	Brant County	1	437
2020-04-26	Chatham-Kent	1	437
2020-04-26	Durham Region	34	437
2020-04-26	Eastern Ontario	1	437
2020-04-26	Grey Bruce	1	437
2020-04-26	Haldimand-Norfolk	-1	437
2020-04-26	Haliburton, Kawartha, Pine Ridge District	6	437
2020-04-26	Halton Region	8	437
2020-04-26	Hamilton	7	437
2020-04-26	Hastings and Prince Edward Counties	0	437
2020-04-26	Huron Perth District	2	437
2020-04-26	Kingston, Frontenac and Lennox & Addington	0	437
2020-04-26	Lambton	2	437
2020-04-26	Leeds, Grenville and Lanark District	4	437
2020-04-26	Middlesex-London	4	437
2020-04-26	Niagara Region	15	437
2020-04-26	North Bay Parry Sound District	0	437
2020-04-26	Northwestern	0	437
2020-04-26	Ottawa	50	437
2020-04-26	Peel	67	437
2020-04-26	Peterborough	5	437
2020-04-26	Porcupine	1	437
2020-04-26	Region of Waterloo	24	437
2020-04-26	Renfrew County and District	0	437
2020-04-26	Simcoe Muskoka District	4	437
2020-04-26	Southwestern	4	437
2020-04-26	Sudbury & District	0	437
2020-04-26	Thunder Bay District	1	437
2020-04-26	Timiskaming	0	437
2020-04-26	Toronto	120	437
2020-04-26	Wellington-Dufferin-Guelph	7	437
2020-04-26	Windsor-Essex County	12	437
2020-04-26	York Region	56	437
2020-04-27	Algoma	0	424
2020-04-27	Brant County	2	424
2020-04-27	Chatham-Kent	4	424
2020-04-27	Durham Region	33	424
2020-04-27	Eastern Ontario	2	424
2020-04-27	Grey Bruce	3	424
2020-04-27	Haldimand-Norfolk	1	424
2020-04-27	Haliburton, Kawartha, Pine Ridge District	9	424
2020-04-27	Halton Region	5	424
2020-04-27	Hamilton	13	424
2020-04-27	Hastings and Prince Edward Counties	0	424
2020-04-27	Huron Perth District	1	424
2020-04-27	Kingston, Frontenac and Lennox & Addington	0	424
2020-04-27	Lambton	4	424
2020-04-27	Leeds, Grenville and Lanark District	1	424
2020-04-27	Middlesex-London	5	424
2020-04-27	Niagara Region	11	424
2020-04-27	North Bay Parry Sound District	0	424
2020-04-27	Northwestern	1	424
2020-04-27	Ottawa	44	424
2020-04-27	Peel	57	424
2020-04-27	Peterborough	12	424
2020-04-27	Porcupine	1	424
2020-04-27	Region of Waterloo	22	424
2020-04-27	Renfrew County and District	1	424
2020-04-27	Simcoe Muskoka District	7	424
2020-04-27	Southwestern	1	424
2020-04-27	Sudbury & District	0	424
2020-04-27	Thunder Bay District	1	424
2020-04-27	Timiskaming	0	424
2020-04-27	Toronto	135	424
2020-04-27	Wellington-Dufferin-Guelph	10	424
2020-04-27	Windsor-Essex County	4	424
2020-04-27	York Region	34	424
2020-04-28	Algoma	0	525
2020-04-28	Brant County	3	525
2020-04-28	Chatham-Kent	20	525
2020-04-28	Durham Region	32	525
2020-04-28	Eastern Ontario	9	525
2020-04-28	Grey Bruce	2	525
2020-04-28	Haldimand-Norfolk	6	525
2020-04-28	Haliburton, Kawartha, Pine Ridge District	4	525
2020-04-28	Halton Region	7	525
2020-04-28	Hamilton	7	525
2020-04-28	Hastings and Prince Edward Counties	1	525
2020-04-28	Huron Perth District	3	525
2020-04-28	Kingston, Frontenac and Lennox & Addington	0	525
2020-04-28	Lambton	6	525
2020-04-28	Leeds, Grenville and Lanark District	8	525
2020-04-28	Middlesex-London	3	525
2020-04-28	Niagara Region	5	525
2020-04-28	North Bay Parry Sound District	0	525
2020-04-28	Northwestern	-1	525
2020-04-28	Ottawa	79	525
2020-04-28	Peel	48	525
2020-04-28	Peterborough	5	525
2020-04-28	Porcupine	0	525
2020-04-28	Region of Waterloo	32	525
2020-04-28	Renfrew County and District	0	525
2020-04-28	Simcoe Muskoka District	3	525
2020-04-28	Southwestern	0	525
2020-04-28	Sudbury & District	2	525
2020-04-28	Thunder Bay District	5	525
2020-04-28	Timiskaming	0	525
2020-04-28	Toronto	189	525
2020-04-28	Wellington-Dufferin-Guelph	8	525
2020-04-28	Windsor-Essex County	17	525
2020-04-28	York Region	22	525
2020-04-29	Algoma	0	347
2020-04-29	Brant County	1	347
2020-04-29	Chatham-Kent	13	347
2020-04-29	Durham Region	18	347
2020-04-29	Eastern Ontario	0	347
2020-04-29	Grey Bruce	3	347
2020-04-29	Haldimand-Norfolk	0	347
2020-04-29	Haliburton, Kawartha, Pine Ridge District	-3	347
2020-04-29	Halton Region	3	347
2020-04-29	Hamilton	7	347
2020-04-29	Hastings and Prince Edward Counties	0	347
2020-04-29	Huron Perth District	0	347
2020-04-29	Kingston, Frontenac and Lennox & Addington	0	347
2020-04-29	Lambton	4	347
2020-04-29	Leeds, Grenville and Lanark District	5	347
2020-04-29	Middlesex-London	9	347
2020-04-29	Niagara Region	12	347
2020-04-29	North Bay Parry Sound District	0	347
2020-04-29	Northwestern	0	347
2020-04-29	Ottawa	65	347
2020-04-29	Peel	44	347
2020-04-29	Peterborough	2	347
2020-04-29	Porcupine	1	347
2020-04-29	Region of Waterloo	29	347
2020-04-29	Renfrew County and District	0	347
2020-04-29	Simcoe Muskoka District	7	347
2020-04-29	Southwestern	2	347
2020-04-29	Sudbury & District	4	347
2020-04-29	Thunder Bay District	0	347
2020-04-29	Timiskaming	0	347
2020-04-29	Toronto	49	347
2020-04-29	Wellington-Dufferin-Guelph	5	347
2020-04-29	Windsor-Essex County	10	347
2020-04-29	York Region	57	347
2020-04-30	Algoma	0	459
2020-04-30	Brant County	2	459
2020-04-30	Chatham-Kent	3	459
2020-04-30	Durham Region	13	459
2020-04-30	Eastern Ontario	0	459
2020-04-30	Grey Bruce	0	459
2020-04-30	Haldimand-Norfolk	1	459
2020-04-30	Haliburton, Kawartha, Pine Ridge District	0	459
2020-04-30	Halton Region	16	459
2020-04-30	Hamilton	4	459
2020-04-30	Hastings and Prince Edward Counties	2	459
2020-04-30	Huron Perth District	1	459
2020-04-30	Kingston, Frontenac and Lennox & Addington	2	459
2020-04-30	Lambton	2	459
2020-04-30	Leeds, Grenville and Lanark District	5	459
2020-04-30	Middlesex-London	10	459
2020-04-30	Niagara Region	7	459
2020-04-30	North Bay Parry Sound District	0	459
